threshold,orig_detected_bit,adv_detected_bit,orig_detected_blur,adv_detected_blur,orig_detected_both,adv_detected_both,orig_detected_bit_rate,adv_detected_bit_rate,orig_detected_blur_rate,adv_detected_blur_rate,orig_detected_both_rate,adv_detected_both_rate
1.8,10,0,74,38,83,38,0.001971608832807571,0.0,0.014589905362776025,0.00749211356466877,0.016364353312302838,0.00749211356466877
1.81,10,0,66,38,75,38,0.001971608832807571,0.0,0.013012618296529969,0.00749211356466877,0.014787066246056782,0.00749211356466877
1.82,9,0,61,37,69,37,0.001774447949526814,0.0,0.012026813880126183,0.007294952681388012,0.01360410094637224,0.007294952681388012
1.83,8,0,59,37,67,37,0.0015772870662460567,0.0,0.01163249211356467,0.007294952681388012,0.013209779179810725,0.007294952681388012
1.84,6,0,53,36,59,36,0.0011829652996845426,0.0,0.010449526813880125,0.007097791798107256,0.01163249211356467,0.007097791798107256
1.85,6,0,50,34,56,34,0.0011829652996845426,0.0,0.009858044164037854,0.006703470031545741,0.011041009463722398,0.006703470031545741
1.86,4,0,46,33,50,33,0.0007886435331230284,0.0,0.009069400630914827,0.0065063091482649845,0.009858044164037854,0.0065063091482649845
1.87,4,0,44,32,48,32,0.0007886435331230284,0.0,0.008675078864353312,0.006309148264984227,0.00946372239747634,0.006309148264984227
1.8800000000000001,3,0,40,31,43,31,0.0005914826498422713,0.0,0.007886435331230283,0.00611198738170347,0.008477917981072555,0.00611198738170347
1.8900000000000001,3,0,32,28,35,28,0.0005914826498422713,0.0,0.006309148264984227,0.005520504731861199,0.006900630914826498,0.005520504731861199
1.9000000000000001,1,0,27,23,28,23,0.0001971608832807571,0.0,0.0053233438485804415,0.004534700315457414,0.005520504731861199,0.004534700315457414
1.9100000000000001,0,0,23,19,23,19,0.0,0.0,0.004534700315457414,0.003746056782334385,0.004534700315457414,0.003746056782334385
1.92,0,0,12,16,12,16,0.0,0.0,0.002365930599369085,0.0031545741324921135,0.002365930599369085,0.0031545741324921135
1.93,0,0,10,16,10,16,0.0,0.0,0.001971608832807571,0.0031545741324921135,0.001971608832807571,0.0031545741324921135
1.94,0,0,6,11,6,11,0.0,0.0,0.0011829652996845426,0.002168769716088328,0.0011829652996845426,0.002168769716088328
1.95,0,0,3,7,3,7,0.0,0.0,0.0005914826498422713,0.0013801261829652998,0.0005914826498422713,0.0013801261829652998
1.96,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1.97,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1.98,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
